"x","y"
0,-0.041407324452544
0.01,0.0185014311563331
0.02,-0.078343794132738
0.03,-0.0382509087057025
0.04,0.224065660623884
0.05,0.169348219673032
0.06,0.0631075137607251
0.07,-0.0539759079587918
0.08,0.144299288512601
0.09,0.155746603764471
0.1,0.0541493247973981
0.11,0.323728994402417
0.12,0.123479796781971
0.13,0.113820349434575
0.14,0.184929371926405
0.15,0.0713246035361344
0.16,0.1583393397108
0.17,0.31829741816911
0.18,0.013988751994081
0.19,0.146629203839867
0.2,0.184280709517395
0.21,0.16540848186136
0.22,0.162296819285363
0.23,0.210266389066651
0.24,0.320680841536132
0.25,0.20897209696201
0.26,0.28045827013618
0.27,0.272415802244107
0.28,0.315636877043647
0.29,0.263063238818482
0.3,0.204401930833766
0.31,0.271100109063929
0.32,0.349181612827961
0.33,0.155156228439253
0.34,0.227394486695013
0.35,0.269933115112729
0.36,0.35669004341415
0.37,0.246382148969765
0.38,0.397370078116715
0.39,0.48256736787376
0.4,0.377709871414032
0.41,0.489556125311348
0.42,0.421963674839728
0.43,0.511383659057542
0.44,0.513223531486514
0.45,0.453284308917137
0.46,0.564945469206545
0.47,0.459899411258239
0.48,0.46774276390632
0.49,0.565380422663706
0.5,0.451522010528878
0.51,0.511979822241123
0.52,0.550027187576383
0.53,0.499633392032911
0.54,0.575769133209149
0.55,0.551329366687902
0.56,0.699981922487502
0.57,0.360612313120768
0.58,0.629880440244008
0.59,0.45778267528518
0.6,0.534549581527755
0.61,0.486742287370801
0.62,0.424112353214999
0.63,0.597884966292748
0.64,0.814208491695537
0.65,0.755593584734565
0.66,0.5503015053561
0.67,0.605994258634047
0.68,0.599716688379473
0.69,0.66940371984411
0.7,0.71853277608447
0.71,0.790201133908543
0.72,0.624712627925754
0.73,0.690229878853786
0.74,0.760249369379036
0.75,0.830910544731828
0.76,1.08036284957717
0.77,0.695467497048738
0.78,0.859702735975438
0.79,0.764230205145809
0.8,0.786134915108458
0.81,0.8253765336446
0.82,0.852218826469557
0.83,0.892450667778117
0.84,0.909821050887223
0.85,0.960879455897855
0.86,0.865240533571419
0.87,0.91226822129745
0.88,0.892700796718155
0.89,0.830963613033008
0.9,0.996353179271377
0.91,0.801054895524245
0.92,0.888883698215032
0.93,0.933432852162416
0.94,0.851369046844289
0.95,0.948074912119789
0.96,1.1070976265329
0.97,0.93937151592392
0.98,1.0569954804189
0.99,0.950877670378678
1,0.750883960014413
